# 11/09/2024 09:07:00 AM: Volumes - EPEX Spot Market Auction - switzerland
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Total Volume
25/02/2024,2136.2,2354,2916.2,,2948.1,2997.7,2872.4,2504,2186.2,2346.2,2508.7,2325.1,2197.7,2132,2144.1,2222.3,2248.8,2999.9,3571.8,4188.2,4487.2,2478.9,2424.1,2213.5,2150,63553.3
24/02/2024,2332.2,2189,1724.7,,1841.2,1716.6,2291,2595.6,3387.8,3024.9,3036.3,2420.2,2108.2,2395.5,2003.8,2506.2,2484.9,2524.6,4858.5,4980,4074.7,4142.5,2496,2466.5,2409,66009.9
23/02/2024,2340.5,2296.9,2578.8,,2310.2,2304.8,2541.9,2344,3103.4,3903.8,3868.7,2356.4,2107.7,2095.7,2143.1,2207.9,2370.4,2608.5,3890.8,5111.7,4059.5,3282.8,3390.3,2940.3,2693.4,68851.5
22/02/2024,2331.8,2055.3,2080.6,,1863.2,1927.8,2025.6,2765.3,5066.9,5197.7,3814.6,2732.3,2665.5,2407.5,2513.6,2403.7,2584.3,2544.4,2604.8,3029,2824.1,2923.8,2422,2399,2026.9,65209.7
21/02/2024,2301.1,2309.9,2342.3,,2373,2316.5,2226.7,3000.3,4529.2,4283.8,3874.6,2970.4,3113.7,3231.7,3105.7,3117,2784.2,3171.8,3519.7,3530.5,3386.2,3423.9,2558,2304.2,1947.5,71721.9
20/02/2024,2635.3,2602.7,2672.8,,2313.3,2254.9,2855.5,3068.8,4293.2,4496.4,3871.7,2795.9,2607.1,2994.3,3252.3,3234.9,2833.1,2979.3,3243,3761.1,3390.3,2630.4,2508.8,2664.7,2556,72515.8
19/02/2024,2803.9,2809.2,2825.5,,2913,2969.4,2695.3,2766.7,3687.5,4189.1,2776.3,2401.9,2389.2,2372.5,2676.7,2545,2237.4,2871.4,4477.9,5229.7,4829.3,3071.6,2268.8,2482,2176.4,72465.7
18/02/2024,2258.2,2113.5,2387,,2571.6,2675.6,2738.1,2326.5,2312.3,2371.2,2512.4,2503.9,2210.7,2070.3,2085.7,2340.1,2190.1,2569.9,3152.8,3307.7,2968.3,2273.1,2202.1,2460.7,2314.4,58916.2
17/02/2024,2374.3,2566.9,2691.7,,2709.7,2583.5,2205.9,2452.3,2231.5,2349.1,2379.1,2177.3,2822,2486.2,2670.8,2893.1,2629.7,3869.9,5964.8,5409.5,4949.5,4855.4,3232.8,2895.6,2285.1,73685.7
16/02/2024,2462.6,2287.8,2204.4,,2304.3,2387.9,2314.1,2461.9,3052.6,2978.9,2608.6,2984.9,2914.4,2837.9,2709.5,2516.7,2692.9,3041.9,3375.3,3659.1,3349,2754.2,2507.5,2215.3,2123,64744.7
15/02/2024,2870.5,3185.9,3141.7,,3229,3314.7,2915.1,3123.7,4916.6,5239.5,4122.6,3275.7,2974.7,2913.7,3043.5,2958.5,3316,3921.7,5107.2,5120.6,4861.8,3789.6,3002.1,2630.9,2363.8,85339.1
14/02/2024,2920.1,2400.3,2542.9,,2571.1,2725.6,2778.3,2883.6,3280.8,4034.2,3159.7,3088.6,3144.9,3332.9,3172.1,3216.6,3024.4,3247.3,4625.8,5403.5,5179.2,3171.7,2945.8,2418.8,2700.6,77968.8
13/02/2024,2363.6,2282.5,2145.1,,2206.6,2110.1,2345.9,2478.2,2861.6,3532.1,2821,2670.9,2942.7,3007.3,3061.7,2930.2,2596.1,3535.1,4846.1,5161.2,4578.3,3374.9,2952.1,2763,2795.9,72362.2
12/02/2024,2343.5,2146.7,2242.7,,2209.9,2322.7,1986.1,2812,4306.4,4056.7,3983.1,3441.5,2800.2,2546.1,2694.1,2491.1,2198.7,2937.6,4241.7,4229.6,3715.2,3146.9,2639.1,2707,2031.9,70230.5
11/02/2024,2352.1,2300,2399.8,,2365.1,2340.3,2164.1,2117.7,2357,2039.4,2131.1,2244.4,2063.9,2158.2,2225.3,2052.4,2072.3,2275.3,3127.7,4014.2,3240.3,2228.9,2124.8,2376.5,2454.4,57225.2
10/02/2024,1584.9,1969.1,2370.2,,2355,2286.2,2041.5,1759.8,2468.8,2501.6,2509.3,2265.8,2110.4,2133.6,2169.9,2110.6,2701.7,3265.9,3859.8,4118.6,3396.9,2389.3,2493.8,2747.8,2091.3,59701.8
09/02/2024,2138.1,2216,2061.8,,2022.1,2088.6,2035,2229.5,2687.3,3300.2,2807.6,2530.1,2712.4,2685.6,2572.4,2560.6,2787.3,2709.4,3596.4,3583.8,3550.9,2903.6,2578.6,2572,2161.3,63090.6
08/02/2024,3178.9,3144.3,2914.5,,2697.1,2473,2947.5,4566,5738,6022,5872.8,5835.1,5299.4,4600.6,4195.7,4614.2,5377,5409.2,5964.5,5206.5,3934.4,2890.7,2910.5,3073.6,2808.2,101673.7
07/02/2024,2286.8,2375.8,2311.1,,2374.7,2269,2410.6,2420.5,2561.3,3052.1,2920.2,2639.7,2757.6,2872,2855.9,3834,4783.1,5752.8,5876.9,5826.8,5681.8,5121.3,4219.3,3025.9,2558.8,82788
06/02/2024,2404.4,2316.1,2118.5,,2035.1,2143.7,2294.5,2321.5,2853.8,3371.7,3196.8,2801.1,2789.8,2976.7,2753.7,2372.7,2483.8,2495.2,2668,2651,2308.2,2669.2,2790.8,2724.8,2795.4,62336.5
05/02/2024,2353.4,2286.5,2262.5,,2355.1,2203.3,2153.5,1905.3,2514.1,2981.4,2713.8,2793.8,2700,3124.1,2975.5,2997.7,2847.8,2857,2828.1,3487.4,3285.2,2686.7,2601.9,2475.7,2334,63723.8
04/02/2024,2021.6,2103.2,2198.3,,2200.5,2196.2,2090.2,2069.1,2344.8,2224,2403.8,2599.4,2489,2782.9,2977,2883.9,2716.8,2562.5,2891.3,2283.2,2127.7,1925.9,2309,2376.7,2366.7,57143.7
03/02/2024,2154.3,2219.9,2112.1,,2113.2,2060.9,2042.7,2023.4,2071.9,2227.7,2329.5,2675.7,2976.1,2913,2815.9,2983.7,2577.1,2149.7,1884.9,1870.5,1875.1,2307.5,2147.6,2252.8,2077.7,54862.9
02/02/2024,2442,2590.3,2823.1,,2900.1,2760.8,2477.5,2318.6,3279.8,3354.6,3346.1,3385.1,2517.7,3028.2,3112.4,3016.4,2616.5,2905.3,3273.2,3817.2,3357,2699.1,2585.1,2800.9,3173.4,70580.4
01/02/2024,2638,2747.1,2975.2,,2864,2788.6,2412.9,3664.7,4219.9,4406.3,3801.9,3000.6,2397.8,2062,2135.9,2586.4,2680,2834.4,3807,4023.8,4075.3,3978.7,2926.3,2365.8,2326.2,73718.8
31/01/2024,2746.5,2795,2745.4,,2954.7,2688.9,2815.2,3245.7,3873,4113.1,3872.3,3301.9,2784,3222.2,3299.4,3044.3,3538.9,3217.7,3890,4026.7,3657.4,3479,3299.9,2738.5,2544.6,77894.3
30/01/2024,2813.2,2858.7,2792.2,,2829.2,2421.2,2297.8,3287.8,4366.4,4851.6,4056.7,2911.1,2483.6,2515.1,2680.2,2821.5,3315.8,4289.5,4650.9,4510.9,3911,3835.3,3226,2637.4,2701.5,79064.6
29/01/2024,2702,2986.8,2900.6,,2865,2697.7,2569.7,2742.5,3782.4,4123.8,3994,3065.1,3083.4,3591.5,3579.2,4224.7,4906.9,5771.7,6487.3,5632.3,5188,4982,3821.1,3738.6,3000,92436.3
28/01/2024,2622.9,2546.6,2351.2,,2617.5,2422.3,2537.9,2723.6,2431.6,2152.9,2338.9,2429.4,2667.1,2165.9,2327.8,2183.7,2258.5,2425.8,2740.2,3032.7,3125,3014.8,2630.8,2961,2600.4,61308.5
27/01/2024,2652,2577.5,2577.2,,2708.8,2714.3,2525.3,2592.7,2588.9,2938.6,2863.7,2765.9,2734.8,2956.7,2697.4,2955.8,3216.7,2829.5,3559.8,4475.9,4140.2,3627.4,2965.9,3217.7,2798,71680.7
26/01/2024,3097.6,3022.2,2871.9,,3101.6,2946.9,3040.5,3101.2,3109.6,3423.8,3460.8,2827.4,2572.5,2876,2683.3,2516,2595.2,2827.1,3259.4,4258.7,3954.3,3520.7,3139.7,2730.1,2739.1,73675.6
25/01/2024,3470.6,3158.8,3107.2,,3077.7,3484.4,3335.7,3307.7,3346,3805.8,3687.8,3705.9,3628.7,3767.8,3793,3798.1,5124.5,5549.8,6208.1,5659.6,5196.9,4686.3,3501.3,3218.1,3096.5,94716.3
24/01/2024,3088.7,2983.9,2962.6,,2995.6,2921.3,3078.5,3097,3943.5,3934.3,3632.6,2822.1,3031.9,3260.1,3272.8,3554.7,3334.1,3271.3,3792.4,4503.5,4021.6,3132.4,2644.2,2794,2728.7,78801.8
23/01/2024,2836.9,3014.7,3140.4,,3256.4,2874.9,2571.8,2751.5,3760.8,4552.1,4052.3,3296.9,3193.5,3082.2,3045.9,3139.2,3046.9,3166.1,3293,3710.5,3358.2,3139,2805.8,2925.2,3074.6,77088.8
22/01/2024,2350.6,2541,2423.9,,2359,2173.8,2357.8,2188.5,2920.8,2670.7,2282.8,2470,3029.3,3409.7,3289.3,3061.1,3122.4,2672.4,2966.7,2998,3123.4,2428.9,2262.7,2410.8,2320.3,63833.9
21/01/2024,2293,2121.4,2181.8,,2328.7,2475.9,2414.5,2349,2556.9,2489.9,2534.4,2382.7,2413.1,2536.2,2727.1,2567.9,2391.7,2341.2,2982.3,3040.3,2796.5,2536.6,2360.8,2579.6,2411.7,59813.2
20/01/2024,3062.2,3093.1,3238.2,,2762.9,2806,3093.5,3125.6,3193.8,3234.7,3586.6,3378.3,3518.4,2862.7,2654.1,2801.4,3043.8,3316.4,4079.2,4182.5,4019.1,3209.1,3093,3342.8,2869.9,77567.3
19/01/2024,2207.7,2184.7,2196.6,,2201,2126.7,2099.3,2463.6,3834.5,4121.6,3654.2,3606.7,3142.1,3249.6,3125.7,3024.5,2944.6,3242.7,3978.5,3702.3,3599.6,2998.6,2994.9,2995.9,2330.7,72026.3
18/01/2024,2033.5,1915,2111.4,,2178.8,2002.7,2062.4,2953.4,4357.3,5662.5,5405.3,4612.7,4150.8,3803.2,3283.8,3340.4,3825.8,4472,4513.7,4372.7,4121.4,3498.4,2820.3,2438.9,1888.4,81824.8
17/01/2024,1993.1,2235.1,2066.9,,2196.6,2133.1,2473,3384.3,3682.3,5229.8,4825.9,4627.8,3829.4,3389,3732.3,3931.3,4856.3,5490.2,5445.5,5095,4858.2,4411.5,4106.2,3287.7,2307.7,89588.2
16/01/2024,2350,2485,2601.3,,2589,2367.6,2480.2,2672.8,3690.6,3117.9,3120.1,2975.7,2471.6,3031.6,2843.1,2959.6,3101.5,3704.6,3747.3,3693.2,3128.3,3500.2,2820.6,2863.9,2770.6,71086.3
15/01/2024,2616.6,2343.6,2347,,2421.8,2303.2,2489.3,3320.2,3851.9,3829.4,3548.5,3579,3155.3,3005,2924.2,3322.3,3515.1,3480.6,3983.1,4088.2,3894.5,3587.4,3371.8,2706.7,2277,75961.7
14/01/2024,2485.9,2308.2,2446.5,,2587.5,2610.6,2571.1,2463.5,2565,2332.2,2294.4,2174.1,2173,2065.4,2377.5,2482.3,2677.1,2683.1,2676.7,2818.4,2390.3,2485.4,2877.9,2627.6,2455.7,59629.4
13/01/2024,2175.1,2723.9,2744,,2628.7,2618.1,2567.2,2641.2,2763.9,3284.1,3241,2843.4,2782,2542.6,2209.6,2176.2,2697,2651.8,2673.8,3024.4,2920,2103.6,2238.8,2459.2,2369.1,63078.7
12/01/2024,2201.9,2217.2,2386.8,,2469.8,2864.2,2416.2,3077.6,3843.7,4365.5,4455.1,4608.1,3460.8,2782.3,2890.3,2719.4,3238,4383.1,5130.6,4253.1,4137.3,3267.6,3271,2446,2208.7,79094.3
11/01/2024,2745.6,2721.3,3041.7,,3091.5,2859,2794.6,3813.3,4175.1,4436.3,4373.4,4098.6,3393,2777.5,2769.5,3784,4592.1,5413.2,5065.3,4346.8,4427,4202.6,3695.6,3263.6,3189.5,89070.1
10/01/2024,2957.9,2568.3,2286.9,,2682.6,2907,3134.2,3998,6150.9,5726,5624.1,4957.4,4439.6,3618.8,4386.1,5065.4,5352.7,5473.1,6017.9,5637.8,5444.6,5330.1,4847.6,4185.9,3249.7,106042.6
09/01/2024,2013.3,2202,2359.5,,2265,2239.3,2098.6,2778.5,4368.6,4575.2,4646,3161.7,3762.2,3607.7,3415.2,3273.7,4168.9,5536.7,5444.7,5655.2,5196.5,4786.6,4111,3414.8,2933.6,88014.5
08/01/2024,2416.7,2383.9,2194.7,,2202.9,2237.1,2183.5,2749,2905.5,3389,3781.1,3932.5,3445,2968.1,3013,3183.8,3689.7,4009.7,4019.4,4161.9,3649.4,3353.3,2548.3,2111.7,2274.4,72803.6
07/01/2024,1966,1460.4,1568.1,,1972.3,2169.6,2271.6,2143.6,1807,1935.4,2101.4,2345.9,2246.5,2553.9,2721.9,2829.4,2611.3,2916.8,3840.6,3789.8,3225.2,3583.6,3601.7,3553.2,3354.1,62569.3
06/01/2024,1544.1,1737.1,1509,,2045.1,1961.3,1794.4,1687,1574.4,2015.4,2155.7,2185.1,2133.2,2030.3,2123.6,2144.4,2259.9,2329.3,2359.9,2320.2,2214.9,2248.1,1990.5,1560.8,1748.2,47671.9
05/01/2024,3104.8,2328.9,2341.3,,2440.7,2428,2436.8,2635.7,3013.1,3384.3,2825.9,2660.1,2693.3,2406.9,2573.2,2670.2,2871.5,3123.6,4447.4,4631.2,4082,3006,2643.5,2795.4,2925.7,70469.5
04/01/2024,2655.2,2703.9,3015.4,,2859.6,2546.3,2599.3,2561.3,2427.5,3444.4,3843.2,3785.2,3224.1,2893.8,2905.1,3049.4,3323.8,4115.1,5159.3,5010.7,4991,3749.4,3555.7,3008.2,2350,79776.9
03/01/2024,2521.6,2427.2,2447.1,,2501.8,2513.5,2203.3,2660.7,2730.7,2468.2,2852.1,3052.7,3082,3426.5,3394.4,3081.2,3074.4,3291.3,3365.5,3199,2892.4,2643.9,2601.9,3053.9,3086.4,68571.7
02/01/2024,2513.3,2588,2800.4,,2523,2330.1,2103,1843.6,2281.1,2696.4,2920.1,2252.7,2301.9,2557.9,2590.2,2905.5,2685.9,2758.3,3530.8,3185.6,2658.3,2424.6,2298.2,2511.3,2186.3,61446.5
01/01/2024,2608.8,2754.5,2857.8,,2974.9,2726.9,2531.2,2751.3,2623.7,2650.3,2617.6,2693.1,2677.9,2711.8,2691.5,2707.2,2664.5,2432.3,2868.8,3140.1,3071.2,2952.8,2592.8,2386,2001.3,64688.3
