Datum,long_ct/kWh,short_ct/kWh
07.07.2024 01:15,-5.91,9.58
07.07.2024 01:30,-10.45,9.68
07.07.2024 01:45,-18.9,9.51
07.07.2024 02:00,-14.75,15.07
07.07.2024 02:15,-8.7,16.05
07.07.2024 02:30,-8.59,9.77
07.07.2024 02:45,-11.85,9.62
07.07.2024 03:00,-4.92,11.26
07.07.2024 03:15,-6,11.41
07.07.2024 03:30,-5.11,10.02
07.07.2024 03:45,-6.72,10.33
07.07.2024 04:00,-6,10.15
07.07.2024 04:15,-5.71,12.2
07.07.2024 04:30,-10.02,9.86
07.07.2024 04:45,-4.97,11.01
07.07.2024 05:00,-5.69,10.66
07.07.2024 05:15,-6.6,9.73
07.07.2024 05:30,-5.89,10.03
07.07.2024 05:45,-6.36,9.72
07.07.2024 06:00,-5.38,10.14
07.07.2024 06:15,-8.14,10.18
07.07.2024 06:30,-7.32,9.75
07.07.2024 06:45,-18.32,8.1
07.07.2024 07:00,-11.29,8.7
07.07.2024 07:15,-9.85,8.21
07.07.2024 07:30,-12.09,8.07
07.07.2024 07:45,-8.56,8.32
07.07.2024 08:00,-9.92,8.17
07.07.2024 08:15,-10.31,8.18
07.07.2024 08:30,-15.08,8.3
07.07.2024 08:45,-16.76,8.27
07.07.2024 09:00,-15.9,8.04
07.07.2024 09:15,-24.69,8.17
07.07.2024 09:30,-27.99,7.77
07.07.2024 09:45,-51.39,3.23
07.07.2024 10:00,-30.26,8.59
07.07.2024 10:15,-43.41,3.05
07.07.2024 10:30,-47.27,-0.51
07.07.2024 10:45,-27.45,-0.51
07.07.2024 11:00,-13.83,9.82
07.07.2024 11:15,-13.89,9.71
07.07.2024 11:30,-15.95,9.58
07.07.2024 11:45,-23,9.56
07.07.2024 12:00,-15.63,9.59
07.07.2024 12:15,-27.51,9.53
07.07.2024 12:30,-21.33,9.88
07.07.2024 12:45,-94.57,-1.02
07.07.2024 13:00,-32.74,9.63
07.07.2024 13:15,-89.91,-1.17
07.07.2024 13:30,-63.63,-1.17
07.07.2024 13:45,-34.81,9.46
07.07.2024 14:00,-21.05,9.9
07.07.2024 14:15,-30.02,9.46
07.07.2024 14:30,-93.57,-1.45
07.07.2024 14:45,-45,-1.45
07.07.2024 15:00,-32.66,-1.25
07.07.2024 15:15,-40.8,-1.25
07.07.2024 15:30,-53.73,-1.25
07.07.2024 15:45,-44.95,9.9
07.07.2024 16:00,-245.63,0.23
07.07.2024 16:15,-371.58,13.17
07.07.2024 16:30,-26.68,11.63
07.07.2024 16:45,-23.7,9.78
07.07.2024 17:00,-26.39,9.84
07.07.2024 17:15,-20.68,10.03
07.07.2024 17:30,-16.44,12.08
07.07.2024 17:45,-17.14,12.55
07.07.2024 18:00,-107.64,2.8
07.07.2024 18:15,-48.42,9.81
07.07.2024 18:30,-4.19,12.35
07.07.2024 18:45,-11.26,16.76
07.07.2024 19:00,-11.12,10.97
07.07.2024 19:15,-2.38,13.79
07.07.2024 19:30,-2.75,27.43
07.07.2024 19:45,-4.02,18.59
07.07.2024 20:00,-1.44,9.69
07.07.2024 20:15,-0.76,9.67
07.07.2024 20:30,-2.99,10.04
07.07.2024 20:45,-0.74,9.61
07.07.2024 21:00,-5.36,9.94
07.07.2024 21:15,-5.1,11.4
07.07.2024 21:30,-3.09,9.83
07.07.2024 21:45,-5.44,11
07.07.2024 22:00,-4.9,14.2
07.07.2024 22:15,-1.62,10.4
07.07.2024 22:30,-8.16,10.23
07.07.2024 22:45,-25.7,6.27
07.07.2024 23:00,-18.19,19.87
07.07.2024 23:15,-16.53,9.86
07.07.2024 23:30,-10.41,6.27
07.07.2024 23:45,-8.53,9.79
08.07.2024 00:00,0.88,16.05
08.07.2024 00:15,0.73,17.6
08.07.2024 00:30,0.35,12.03
08.07.2024 00:45,1.08,12.11
08.07.2024 01:00,1.1,17.95
08.07.2024 01:15,-3.24,13.97
08.07.2024 01:30,-4.61,11.26
08.07.2024 01:45,0.82,11.15
08.07.2024 02:00,1.69,12.38
08.07.2024 02:15,1.74,11.57
08.07.2024 02:30,1.72,11.85
08.07.2024 02:45,1.86,11.56
08.07.2024 03:00,0.73,10.91
08.07.2024 03:15,0.73,10.45
08.07.2024 03:30,0.7,9.96
08.07.2024 03:45,0.73,10.44
08.07.2024 04:00,3.93,11.94
08.07.2024 04:15,1.77,10.7
08.07.2024 04:30,2.07,9.46
08.07.2024 04:45,1.77,9.75
08.07.2024 05:00,-0.07,9.33
08.07.2024 05:15,0.1,9.33
08.07.2024 05:30,1.48,12.22
08.07.2024 05:45,1.6,12.48
08.07.2024 06:00,-12.92,9.47
08.07.2024 06:15,0.78,9.45
08.07.2024 06:30,1.36,10.78
08.07.2024 06:45,1.21,11.97
08.07.2024 07:00,-38.46,7.87
08.07.2024 07:15,-4.72,7.87
08.07.2024 07:30,-5.86,7.86
08.07.2024 07:45,-10.88,9.29
08.07.2024 08:00,-7.15,14.28
08.07.2024 08:15,-13.3,12.86
08.07.2024 08:30,-23.19,8.16
08.07.2024 08:45,-68.04,8.14
08.07.2024 09:00,-18.45,11.66
08.07.2024 09:15,-18.19,11.55
08.07.2024 09:30,-61.92,6.61
08.07.2024 09:45,-26.23,11.78
08.07.2024 10:00,-15.63,10.55
08.07.2024 10:15,-10.1,10.49
08.07.2024 10:30,-530.99,5.4
08.07.2024 10:45,-771.7,5.4
08.07.2024 11:00,-74.53,8.69
08.07.2024 11:15,-34.64,8.95
08.07.2024 11:30,-56.23,9.11
08.07.2024 11:45,-30.56,9.28
08.07.2024 12:00,-31.95,10.06
08.07.2024 12:15,-31.95,12.48
08.07.2024 12:30,-31.95,9.43
08.07.2024 12:45,-31.95,9.8
08.07.2024 13:00,-36.81,13.32
08.07.2024 13:15,-38.57,14.81
08.07.2024 13:30,-38.57,11.57
08.07.2024 13:45,-38.57,10.16
08.07.2024 14:00,-35.53,10.21
08.07.2024 14:15,-34.59,10.43
08.07.2024 14:30,-34.79,10.2
08.07.2024 14:45,-34.87,10.68
08.07.2024 15:00,-62.03,8.14
08.07.2024 15:15,-43.38,8.26
08.07.2024 15:30,-33.38,10.23
08.07.2024 15:45,-32.98,11.83
08.07.2024 16:00,-15.97,11.3
08.07.2024 16:15,-21.17,9.5
08.07.2024 16:30,-13.4,10.3
08.07.2024 16:45,-10.82,12.49
08.07.2024 17:00,-29.4,9.97
08.07.2024 17:15,-25.81,9.27
08.07.2024 17:30,-22.85,14.82
08.07.2024 17:45,-24.5,14.33
08.07.2024 18:00,-14.31,7.14
08.07.2024 18:15,-3.74,11.8
08.07.2024 18:30,-1.85,12.85
08.07.2024 18:45,4.94,15.64
08.07.2024 19:00,-0.39,14.53
08.07.2024 19:15,5.8,44.52
08.07.2024 19:30,5.8,65.47
08.07.2024 19:45,5.8,138.24
08.07.2024 20:00,4.52,21.51
08.07.2024 20:15,-2.36,13.72
08.07.2024 20:30,-2.64,11.11
08.07.2024 20:45,-7.52,11.4
08.07.2024 21:00,-1.87,12.08
08.07.2024 21:15,-3.09,12.46
08.07.2024 21:30,-5.32,11.22
08.07.2024 21:45,-15.16,9.96
08.07.2024 22:00,-9.04,15
08.07.2024 22:15,-0.85,14.51
08.07.2024 22:30,-2.98,11.77
08.07.2024 22:45,-13.99,9.2
08.07.2024 23:00,-8.69,14.11
08.07.2024 23:15,-13.79,12.08
08.07.2024 23:30,-26.38,8.44
08.07.2024 23:45,-78.28,8.44
09.07.2024 00:00,-27.86,18.1
09.07.2024 00:15,-7.69,13.51
09.07.2024 00:30,-8.94,10.8
09.07.2024 00:45,-40.27,5.8
09.07.2024 01:00,-43.96,14.78
09.07.2024 01:15,-5.2,10.76
09.07.2024 01:30,-16.05,11.66
09.07.2024 01:45,-17.77,10.19
09.07.2024 02:00,-10.28,17.19
09.07.2024 02:15,-22.61,12.42
09.07.2024 02:30,-20.75,10.14
09.07.2024 02:45,-23.69,5.61
09.07.2024 03:00,-5.52,10.26
09.07.2024 03:15,-10.76,10.2
09.07.2024 03:30,-5.67,10.27
09.07.2024 03:45,-1,10.18
09.07.2024 04:00,-3.07,10.31
09.07.2024 04:15,0.43,10.23
09.07.2024 04:30,0.42,10.23
09.07.2024 04:45,-0.73,10.21
09.07.2024 05:00,-5.83,10.01
09.07.2024 05:15,-0.22,10.01
09.07.2024 05:30,-0.59,10.12
09.07.2024 05:45,0.88,10.18
09.07.2024 06:00,-19.53,6.46
09.07.2024 06:15,-15.6,10.01
09.07.2024 06:30,0.86,10.24
09.07.2024 06:45,-2.55,10.19
09.07.2024 07:00,-18.14,10.61
09.07.2024 07:15,-0.82,10.9
09.07.2024 07:30,-11.09,10.89
09.07.2024 07:45,-13.95,10.7
09.07.2024 08:00,-1.23,26.89
09.07.2024 08:15,-15.03,19.39
09.07.2024 08:30,-28.95,6.56
09.07.2024 08:45,-58.82,11.44
09.07.2024 09:00,-19.38,25.55
09.07.2024 09:15,-6.25,21.15
09.07.2024 09:30,-2.66,11.4
09.07.2024 09:45,-31.09,10.51
09.07.2024 10:00,-4.2,11.26
09.07.2024 10:15,-4.97,10.97
09.07.2024 10:30,-16.57,10.68
09.07.2024 10:45,-36.73,10.38
09.07.2024 11:00,-10.81,9.79
09.07.2024 11:15,-17.45,9.94
09.07.2024 11:30,-14.81,10.01
09.07.2024 11:45,-21.91,10.01
09.07.2024 12:00,-16.27,10.34
09.07.2024 12:15,-62.85,8.03
09.07.2024 12:30,-99.75,2.93
09.07.2024 12:45,-58.76,2.93
09.07.2024 13:00,-25.62,7.09
09.07.2024 13:15,-18.8,8.06
09.07.2024 13:30,-11.79,1.98
09.07.2024 13:45,-37.04,1.98
09.07.2024 14:00,-44.02,1.35
09.07.2024 14:15,-20.76,6.07
09.07.2024 14:30,-10.79,6.22
09.07.2024 14:45,-19.22,6.21
09.07.2024 15:00,-38.84,2.34
09.07.2024 15:15,-212.95,2.34
09.07.2024 15:30,-315.57,2.34
09.07.2024 15:45,-63.19,7.84
09.07.2024 16:00,-23.14,5.21
09.07.2024 16:15,-29.39,5.21
09.07.2024 16:30,-37.23,10.93
09.07.2024 16:45,-13.83,10.87
09.07.2024 17:00,-100.02,5.79
09.07.2024 17:15,-26.13,5.79
09.07.2024 17:30,-8.67,11.03
09.07.2024 17:45,-11.52,20.03
09.07.2024 18:00,-38.52,6.88
09.07.2024 18:15,-57.25,6.88
09.07.2024 18:30,-28.82,22.63
09.07.2024 18:45,4.32,32.42
09.07.2024 19:00,-18.21,19.97
09.07.2024 19:15,4.85,23.97
09.07.2024 19:30,4.85,82.99
09.07.2024 19:45,4.85,144.56
09.07.2024 20:00,-3.36,87.76
09.07.2024 20:15,-0.45,21.29
09.07.2024 20:30,4.89,71.11
09.07.2024 20:45,-6.91,56.26
09.07.2024 21:00,0.27,12.45
09.07.2024 21:15,-1.71,124.97
09.07.2024 21:30,-1.95,124.97
09.07.2024 21:45,-9.12,124.97
09.07.2024 22:00,-0.94,34.88
09.07.2024 22:15,0.48,59.58
09.07.2024 22:30,-7.6,18.54
09.07.2024 22:45,-20.61,18.54
09.07.2024 23:00,1,22.64
09.07.2024 23:15,-9.5,28.44
09.07.2024 23:30,-17.47,14.69
09.07.2024 23:45,-77.17,14.69
10.07.2024 00:00,-6.54,35.71
10.07.2024 00:15,-3.52,32.32
10.07.2024 00:30,-1.68,13.24
10.07.2024 00:45,-13.36,8.34
10.07.2024 01:00,-1.81,11.25
10.07.2024 01:15,-0.99,10.57
10.07.2024 01:30,-0.31,10.59
10.07.2024 01:45,-4.09,10.53
10.07.2024 02:00,-1.59,14
10.07.2024 02:15,0.46,11.22
10.07.2024 02:30,-0.48,11.11
10.07.2024 02:45,-2.08,10.13
10.07.2024 03:00,0.85,12.4
10.07.2024 03:15,0.17,12.59
10.07.2024 03:30,0.53,12.41
10.07.2024 03:45,-0.55,10.13
10.07.2024 04:00,-1,9.57
10.07.2024 04:15,-1.11,10.57
10.07.2024 04:30,-1.01,11.01
10.07.2024 04:45,-0.98,13.28
10.07.2024 05:00,-8.68,9.43
10.07.2024 05:15,-2.47,9.47
10.07.2024 05:30,-0.95,9.7
10.07.2024 05:45,-1.15,9.71
10.07.2024 06:00,-7.05,7.64
10.07.2024 06:15,-4.28,10.45
10.07.2024 06:30,-0.64,11.16
10.07.2024 06:45,0.42,11.58
10.07.2024 07:00,-1.01,11.62
10.07.2024 07:15,-0.86,11.78
10.07.2024 07:30,-0.83,12.35
10.07.2024 07:45,-0.8,55.65
10.07.2024 08:00,4.62,46.48
10.07.2024 08:15,4.62,231.73
10.07.2024 08:30,-2.01,596.67
10.07.2024 08:45,-1.97,701.66
10.07.2024 09:00,5.06,294.94
10.07.2024 09:15,-1.83,367.81
10.07.2024 09:30,-1.76,372.37
10.07.2024 09:45,-2.28,372.68
10.07.2024 10:00,-2.09,725.46
10.07.2024 10:15,-2.12,727.33
10.07.2024 10:30,-2.08,471.05
10.07.2024 10:45,-13.57,457.52
10.07.2024 11:00,-16.19,118.82
10.07.2024 11:15,-4.1,73.3
10.07.2024 11:30,-9.79,73.28
10.07.2024 11:45,-10.82,30.62
10.07.2024 12:00,-12.05,27.2
10.07.2024 12:15,-35.75,20.46
10.07.2024 12:30,-30.33,10.34
10.07.2024 12:45,-28.96,15.51
10.07.2024 13:00,-9.63,16.4
10.07.2024 13:15,-5.92,14.15
10.07.2024 13:30,-5.62,14.03
10.07.2024 13:45,-5.91,13.84
10.07.2024 14:00,-2.57,17.25
10.07.2024 14:15,-3.05,17.38
10.07.2024 14:30,-4.6,14.73
10.07.2024 14:45,-10.45,13.98
10.07.2024 15:00,-4.04,13.43
10.07.2024 15:15,-3.02,13.65
10.07.2024 15:30,-2.54,14.13
10.07.2024 15:45,-2.15,15.45
10.07.2024 16:00,-4.47,13.59
10.07.2024 16:15,-2.38,27.33
10.07.2024 16:30,3.22,44.76
10.07.2024 16:45,-2.79,23.61
10.07.2024 17:00,-20.54,14.31
10.07.2024 17:15,-4.67,13.6
10.07.2024 17:30,-2.97,14.94
10.07.2024 17:45,3.59,31.37
10.07.2024 18:00,-9.39,15.51
10.07.2024 18:15,-6.79,13.46
10.07.2024 18:30,-6.43,14.71
10.07.2024 18:45,-2.06,14.45
10.07.2024 19:00,-7.52,11.48
10.07.2024 19:15,-3.62,11.61
10.07.2024 19:30,-4.06,15.68
10.07.2024 19:45,-1.51,609.18
10.07.2024 20:00,-36.14,509.05
10.07.2024 20:15,-78.38,559.28
10.07.2024 20:30,-14.38,12.68
10.07.2024 20:45,-7.02,14.38
10.07.2024 21:00,-2.1,24.03
10.07.2024 21:15,-2.85,37.75
10.07.2024 21:30,-3.31,17.29
10.07.2024 21:45,-12.38,13.67
10.07.2024 22:00,-3.2,16.47
10.07.2024 22:15,-0.95,13.16
10.07.2024 22:30,-4.81,13.66
10.07.2024 22:45,-18.84,13.16
10.07.2024 23:00,-4.26,59
10.07.2024 23:15,-13.87,21.45
10.07.2024 23:30,-20.65,12.36
10.07.2024 23:45,-43.82,12.36
11.07.2024 00:00,-8.28,21.87
11.07.2024 00:15,0.98,21.15
11.07.2024 00:30,-1.42,10.13
11.07.2024 00:45,-5.31,10.13
11.07.2024 01:00,-2.02,15.05
11.07.2024 01:15,0.34,15
11.07.2024 01:30,-0.14,9.83
11.07.2024 01:45,-4.41,9.83
11.07.2024 02:00,1.32,10.11
11.07.2024 02:15,1.45,9.31
11.07.2024 02:30,1.26,9.19
11.07.2024 02:45,1.42,8.85
11.07.2024 03:00,1.62,14.71
11.07.2024 03:15,1.37,10.51
11.07.2024 03:30,1.36,8.4
11.07.2024 03:45,1.41,8.49
11.07.2024 04:00,1.55,10.3
11.07.2024 04:15,1.35,10.06
11.07.2024 04:30,1.52,9.45
11.07.2024 04:45,1.43,10.2
11.07.2024 05:00,0.86,11.06
11.07.2024 05:15,1.16,8.29
11.07.2024 05:30,1.45,8.56
11.07.2024 05:45,1.36,8.66
11.07.2024 06:00,-6.39,8.47
11.07.2024 06:15,0.76,8.62
11.07.2024 06:30,1.52,15.77
11.07.2024 06:45,4.77,18.61
11.07.2024 07:00,0.94,12.16
11.07.2024 07:15,1.77,12.16
11.07.2024 07:30,1.77,25.98
11.07.2024 07:45,1.93,19.87
11.07.2024 08:00,4.96,56.67
11.07.2024 08:15,1.09,97.64
11.07.2024 08:30,1.48,19.5
11.07.2024 08:45,1.34,27.03
11.07.2024 09:00,1.2,33.06
11.07.2024 09:15,-1.69,44.3
11.07.2024 09:30,-3.06,51.62
11.07.2024 09:45,-15.16,50.61
11.07.2024 10:00,-10.12,99.02
11.07.2024 10:15,-3.97,63.96
11.07.2024 10:30,-5.1,55.63
11.07.2024 10:45,-7.31,37.99
11.07.2024 11:00,-8.83,51.52
11.07.2024 11:15,-12.21,38.68
11.07.2024 11:30,-11.31,25.6
11.07.2024 11:45,-5.75,7.24
11.07.2024 12:00,0.64,10.5
11.07.2024 12:15,-19.21,10.12
11.07.2024 12:30,-24.11,5.83
11.07.2024 12:45,-23.97,5.83
11.07.2024 13:00,-15.82,10.04
11.07.2024 13:15,-8.47,9.24
11.07.2024 13:30,-15.35,5.39
11.07.2024 13:45,-28.17,5.39
11.07.2024 14:00,-67.13,5.11
11.07.2024 14:15,-25.85,5.11
11.07.2024 14:30,-16.19,9.18
11.07.2024 14:45,-6.66,8.81
11.07.2024 15:00,-59.36,9.05
11.07.2024 15:15,-59.35,9.48
11.07.2024 15:30,-59.35,23.19
11.07.2024 15:45,-59.35,45.84
11.07.2024 16:00,1.35,10.12
11.07.2024 16:15,1.36,10.31
11.07.2024 16:30,1.35,32.56
11.07.2024 16:45,4.21,52.03
11.07.2024 17:00,0.75,11.45
11.07.2024 17:15,0.81,11.57
11.07.2024 17:30,1.52,53.54
11.07.2024 17:45,4.97,120.46
11.07.2024 18:00,-2.88,21.89
11.07.2024 18:15,0.41,39.39
11.07.2024 18:30,1.55,18.52
11.07.2024 18:45,5.07,26.62
11.07.2024 19:00,1.53,16.31
11.07.2024 19:15,1.02,15.63
11.07.2024 19:30,1.05,18.65
11.07.2024 19:45,1.29,36.93
11.07.2024 20:00,1.59,35.16
11.07.2024 20:15,1.31,27.79
11.07.2024 20:30,1.21,48.68
11.07.2024 20:45,1.19,43.96
11.07.2024 21:00,1.9,70.7
11.07.2024 21:15,1.61,56.38
11.07.2024 21:30,1.88,13.43
11.07.2024 21:45,1.04,12.1
11.07.2024 22:00,1.21,35.02
11.07.2024 22:15,1.15,12.11
11.07.2024 22:30,0.57,11.78
11.07.2024 22:45,-5.51,11.55
11.07.2024 23:00,0.63,39.13
11.07.2024 23:15,-0.01,11.57
11.07.2024 23:30,-3.72,7.69
11.07.2024 23:45,-9.35,7.69
12.07.2024 00:00,-16.44,49.13
12.07.2024 00:15,-0.48,59.25
12.07.2024 00:30,-3.33,13.33
12.07.2024 00:45,-12.62,12.15
12.07.2024 01:00,-5.8,16.47
12.07.2024 01:15,-5.58,11.68
12.07.2024 01:30,-2.45,15.32
12.07.2024 01:45,-7.19,11.45
12.07.2024 02:00,-3.25,10.56
12.07.2024 02:15,-1.43,10.16
12.07.2024 02:30,-3.57,9.47
12.07.2024 02:45,-8.78,9.34
12.07.2024 03:00,-4.64,18.6
12.07.2024 03:15,0.28,13.05
12.07.2024 03:30,0.28,10.62
12.07.2024 03:45,-1.82,10.62
12.07.2024 04:00,-0.39,10.59
12.07.2024 04:15,0.83,8.31
12.07.2024 04:30,-0.17,8.65
12.07.2024 04:45,0.13,8.66
12.07.2024 05:00,-3.17,7.23
12.07.2024 05:15,-5.32,9.32
12.07.2024 05:30,1.25,9.43
12.07.2024 05:45,0.5,9.89
12.07.2024 06:00,-26.23,9.67
12.07.2024 06:15,-10.23,10.88
12.07.2024 06:30,-0.32,10.81
12.07.2024 06:45,-0.77,12.5
12.07.2024 07:00,-14.7,10.38
12.07.2024 07:15,-3.56,10.66
12.07.2024 07:30,0.45,11.17
12.07.2024 07:45,0.47,12.87
12.07.2024 08:00,0.53,19.95
12.07.2024 08:15,0.58,23.27
12.07.2024 08:30,6.21,20.49
12.07.2024 08:45,0.75,20.99
12.07.2024 09:00,-0.16,19.06
12.07.2024 09:15,-19.73,14.83
12.07.2024 09:30,-15.23,13.21
12.07.2024 09:45,-18.78,11.99
12.07.2024 10:00,-3.16,17.32
12.07.2024 10:15,-1.21,14.74
12.07.2024 10:30,-0.57,26.16
12.07.2024 10:45,0.06,12.86
12.07.2024 11:00,-1.31,12.89
12.07.2024 11:15,0.19,17.39
12.07.2024 11:30,-0.02,12.93
12.07.2024 11:45,-0.41,14.83
12.07.2024 12:00,0,12.88
12.07.2024 12:15,-24.04,12.46
12.07.2024 12:30,-74.06,19.23
12.07.2024 12:45,-23.15,6.41
12.07.2024 13:00,-1.1,12.89
12.07.2024 13:15,-1.34,13.45
12.07.2024 13:30,-1.25,12.8
12.07.2024 13:45,-0.36,14.07
12.07.2024 14:00,3.35,42.08
12.07.2024 14:15,-24.57,50.57
12.07.2024 14:30,-43.59,8.83
12.07.2024 14:45,-77.28,5.19
12.07.2024 15:00,-48.65,14.82
12.07.2024 15:15,-5.92,15.75
12.07.2024 15:30,-7.15,16.17
12.07.2024 15:45,-6.92,15.62
12.07.2024 16:00,-11.39,12.66
12.07.2024 16:15,-6.71,30.69
12.07.2024 16:30,-6.95,25.05
12.07.2024 16:45,-7.61,15.42
12.07.2024 17:00,-3.53,12.18
12.07.2024 17:15,-3.6,15.15
12.07.2024 17:30,-1.21,14.84
12.07.2024 17:45,-3.68,14.61
12.07.2024 18:00,-9.66,81.99
12.07.2024 18:15,-7.67,82.83
12.07.2024 18:30,-3.38,41.07
12.07.2024 18:45,-2.26,127.59
12.07.2024 19:00,-1.8,89.37
12.07.2024 19:15,-2.16,86.97
12.07.2024 19:30,-4.65,67.35
12.07.2024 19:45,-3.85,11.53
12.07.2024 20:00,-11.32,11.39
12.07.2024 20:15,-11.28,10.76
12.07.2024 20:30,-7.74,10.86
12.07.2024 20:45,-14.54,11.01
12.07.2024 21:00,-4.82,12.36
12.07.2024 21:15,-17.15,10.5
12.07.2024 21:30,-16.36,6.66
12.07.2024 21:45,-16.11,6.66
12.07.2024 22:00,-1.08,12.49
12.07.2024 22:15,-1.68,11.06
12.07.2024 22:30,-6.33,13.11
12.07.2024 22:45,-13,10.58
12.07.2024 23:00,-1.04,45.83
12.07.2024 23:15,-2.19,10.72
12.07.2024 23:30,-7.27,10.93
12.07.2024 23:45,-13.42,5.9
13.07.2024 00:00,-12.03,51.42
13.07.2024 00:15,-0.04,33.23
13.07.2024 00:30,-3.68,19.18
13.07.2024 00:45,-5.1,11.95
13.07.2024 01:00,-0.49,25.75
13.07.2024 01:15,-1.11,14.74
13.07.2024 01:30,-8.48,14.57
13.07.2024 01:45,-6.09,10.94
13.07.2024 02:00,-2.28,16.49
13.07.2024 02:15,-10.03,11.41
13.07.2024 02:30,-3.77,11.63
13.07.2024 02:45,-11.25,10.13
13.07.2024 03:00,-0.79,17.87
13.07.2024 03:15,-1.07,12.87
13.07.2024 03:30,-1.63,11.65
13.07.2024 03:45,-2.12,11.68
13.07.2024 04:00,-1.37,12.93
13.07.2024 04:15,-1.75,12.2
13.07.2024 04:30,-13.4,10.84
13.07.2024 04:45,-10.84,9.75
13.07.2024 05:00,-3.68,13.53
13.07.2024 05:15,-5.98,13.34
13.07.2024 05:30,-4.86,12.27
13.07.2024 05:45,-5.2,10.32
13.07.2024 06:00,-4.06,11.91
13.07.2024 06:15,-14.71,13.14
13.07.2024 06:30,-13.07,10.52
13.07.2024 06:45,-12.43,10.24
13.07.2024 07:00,-33.97,12.16
13.07.2024 07:15,-24.14,10.61
13.07.2024 07:30,-22.71,10.71
13.07.2024 07:45,-21.34,10.04
13.07.2024 08:00,-18.13,13.53
13.07.2024 08:15,-21.15,12.57
13.07.2024 08:30,-24.84,11.24
13.07.2024 08:45,-29.67,9.74
13.07.2024 09:00,-18.36,10.78
13.07.2024 09:15,-15.84,10.67
13.07.2024 09:30,-17.29,10.29
13.07.2024 09:45,-21.19,9.36
13.07.2024 10:00,-10.54,9.21
13.07.2024 10:15,-22.91,11.03
13.07.2024 10:30,-25.43,7.78
13.07.2024 10:45,-30.97,7.78
13.07.2024 11:00,-31.6,9.18
13.07.2024 11:15,-13.57,8.31
13.07.2024 11:30,-17.3,8.53
13.07.2024 11:45,-22.53,8.09
13.07.2024 12:00,-15.81,15.31
13.07.2024 12:15,-11.01,12.34
13.07.2024 12:30,-10.85,10.1
13.07.2024 12:45,-10.09,11.14
13.07.2024 13:00,-4.98,36.97
13.07.2024 13:15,-14.09,18.6
13.07.2024 13:30,-13.13,8.3
13.07.2024 13:45,-19.76,8.1
13.07.2024 14:00,-20.62,10.27
13.07.2024 14:15,-12.07,8.26
13.07.2024 14:30,-12.54,8.7
13.07.2024 14:45,-27.53,8.22
13.07.2024 15:00,-24.69,7.7
13.07.2024 15:15,-21.34,8.12
13.07.2024 15:30,-19.58,8.2
13.07.2024 15:45,-34.82,9.25
13.07.2024 16:00,-96.61,4.73
13.07.2024 16:15,-87.81,4.73
13.07.2024 16:30,-68.19,9.4
13.07.2024 16:45,-28.25,8.87
13.07.2024 17:00,-45.15,1.14
13.07.2024 17:15,-37.96,9.57
13.07.2024 17:30,-10.15,9.83
13.07.2024 17:45,-27.93,10.14
13.07.2024 18:00,-132.92,3.85
13.07.2024 18:15,-100.69,6.48
13.07.2024 18:30,-81.3,14.52
13.07.2024 18:45,-5.87,14.63
13.07.2024 19:00,-22.69,10.71
13.07.2024 19:15,-14.03,15.61
13.07.2024 19:30,-2.75,25.51
13.07.2024 19:45,-6.87,35.03
13.07.2024 20:00,-2.05,13.24
13.07.2024 20:15,-2.25,13.28
13.07.2024 20:30,-1.16,44.09
13.07.2024 20:45,-718.79,31.29
13.07.2024 21:00,-696.02,6.58
13.07.2024 21:15,4.48,6.58
13.07.2024 21:30,4.48,6.58
13.07.2024 21:45,4.48,6.58
13.07.2024 22:00,4.59,6.71
13.07.2024 22:15,4.59,6.71
13.07.2024 22:30,4.59,6.71
13.07.2024 22:45,4.59,6.71
13.07.2024 23:00,4.42,6.51
13.07.2024 23:15,4.42,6.51
13.07.2024 23:30,4.42,6.51
13.07.2024 23:45,4.42,6.51
14.07.2024 00:00,5.07,7.3
14.07.2024 00:15,5.07,7.3
14.07.2024 00:30,5.07,7.3
14.07.2024 00:45,5.07,7.3
14.07.2024 01:00,-7.48,9.31
14.07.2024 01:15,-12.2,10.11
14.07.2024 01:30,-14.79,6.56
14.07.2024 01:45,-61.82,6.56
14.07.2024 02:00,-32.21,14.81
14.07.2024 02:15,-43.04,5.81
14.07.2024 02:30,-38.88,5.81
14.07.2024 02:45,-31.72,8.56
14.07.2024 03:00,-11.15,9.22
14.07.2024 03:15,-20.74,8.5
14.07.2024 03:30,-26.34,8.6
14.07.2024 03:45,-19.76,8.31
14.07.2024 04:00,-1.39,11.07
14.07.2024 04:15,-1.73,8.08
14.07.2024 04:30,-1.85,8.26
14.07.2024 04:45,-7.11,8.26
14.07.2024 05:00,-6.63,8.96
14.07.2024 05:15,-19.4,9.79
14.07.2024 05:30,-23.18,6.85
14.07.2024 05:45,-15.86,7.37
14.07.2024 06:00,-7.91,8.62
14.07.2024 06:15,-17.24,8.22
14.07.2024 06:30,-24.13,6.29
14.07.2024 06:45,-38.83,3.54
14.07.2024 07:00,-18.59,5.89
14.07.2024 07:15,-23.12,8.8
14.07.2024 07:30,-42.35,4.91
14.07.2024 07:45,-37.75,6.25
14.07.2024 08:00,-21.49,4.92
14.07.2024 08:15,-52.63,1.18
14.07.2024 08:30,-89.86,1.18
14.07.2024 08:45,-58.85,1.18
14.07.2024 09:00,-36,-0.1
14.07.2024 09:15,-98.83,5.12
14.07.2024 09:30,-334.14,5.17
