,datetime,Hydro_Pumped_Storage,Hydro_Run_of_river_and_poundage,Hydro_Water_Reservoir,Nuclear,Solar,Wind_Onshore
65435,2024-05-10 07:00:00+02:00,2168,326.0,2060,1357,301.0,0.0
65436,2024-05-10 08:00:00+02:00,674,258.0,1508,1359,917.0,0.0
65437,2024-05-10 09:00:00+02:00,287,197.0,842,1356,1752.0,0.0
65438,2024-05-10 10:00:00+02:00,158,190.0,718,1355,2505.0,0.0
65439,2024-05-10 11:00:00+02:00,50,194.0,668,1353,3009.0,0.0
65440,2024-05-10 12:00:00+02:00,64,201.0,624,1348,3289.0,0.0
65441,2024-05-10 13:00:00+02:00,57,201.0,566,1303,3373.0,0.0
65442,2024-05-10 14:00:00+02:00,154,194.0,579,1299,3319.0,0.0
65443,2024-05-10 15:00:00+02:00,192,215.0,686,1337,3073.0,0.0
65444,2024-05-10 16:00:00+02:00,317,241.0,705,1346,2620.0,0.0
65445,2024-05-10 17:00:00+02:00,779,276.0,1092,1345,2016.0,0.0
65446,2024-05-10 18:00:00+02:00,1834,297.0,1682,1345,1219.0,0.0
65447,2024-05-10 19:00:00+02:00,2565,309.0,1945,1345,490.0,0.0
65448,2024-05-10 20:00:00+02:00,2978,329.0,2152,1345,85.0,0.0
65449,2024-05-10 21:00:00+02:00,2795,333.0,2086,1346,0.0,0.0
65450,2024-05-10 22:00:00+02:00,2537,300.0,2189,1350,0.0,0.0
65451,2024-05-10 23:00:00+02:00,2251,278.0,1796,1352,0.0,0.0
65452,2024-05-11 00:00:00+02:00,1499,277.0,1667,1352,0.0,0.0
65453,2024-05-11 01:00:00+02:00,1322,294.0,1648,1354,0.0,0.0
65454,2024-05-11 02:00:00+02:00,1139,237.0,1495,1264,0.0,0.0
65455,2024-05-11 03:00:00+02:00,992,243.0,1422,1356,0.0,0.0
65456,2024-05-11 04:00:00+02:00,1222,231.0,1334,1357,0.0,0.0
65457,2024-05-11 05:00:00+02:00,1274,235.0,1366,1358,0.0,0.0
65458,2024-05-11 06:00:00+02:00,1124,230.0,1140,1357,30.0,0.0
65459,2024-05-11 07:00:00+02:00,889,223.0,857,1358,279.0,0.0
65460,2024-05-11 08:00:00+02:00,610,197.0,676,1359,890.0,0.0
65461,2024-05-11 09:00:00+02:00,481,230.0,538,1354,1719.0,0.0
65462,2024-05-11 10:00:00+02:00,255,217.0,558,1353,2463.0,0.0
65463,2024-05-11 11:00:00+02:00,253,222.0,666,1348,2958.0,0.0
65464,2024-05-11 12:00:00+02:00,154,210.0,611,1346,3240.0,0.0
65465,2024-05-11 13:00:00+02:00,157,204.0,584,1342,3325.0,0.0
65466,2024-05-11 14:00:00+02:00,117,209.0,552,1296,3265.0,0.0
65467,2024-05-11 15:00:00+02:00,236,197.0,517,1295,3001.0,0.0
65468,2024-05-11 16:00:00+02:00,354,226.0,576,1331,1468.0,0.0
65469,2024-05-11 17:00:00+02:00,337,256.0,689,1341,1589.0,0.0
65470,2024-05-11 18:00:00+02:00,775,274.0,1270,1341,816.0,0.0
65471,2024-05-11 19:00:00+02:00,1921,304.0,1701,1341,513.0,0.0
65472,2024-05-11 20:00:00+02:00,2227,321.0,2058,1343,96.0,0.0
65473,2024-05-11 21:00:00+02:00,2259,319.0,2048,1344,0.0,0.0
65474,2024-05-11 22:00:00+02:00,1713,298.0,1802,1346,0.0,0.0
65475,2024-05-11 23:00:00+02:00,657,283.0,1125,1349,0.0,0.0
65476,2024-05-12 00:00:00+02:00,487,320.0,1248,1351,0.0,0.0
65477,2024-05-12 01:00:00+02:00,376,315.0,1006,1351,0.0,0.0
65478,2024-05-12 02:00:00+02:00,334,311.0,873,1351,0.0,0.0
65479,2024-05-12 03:00:00+02:00,334,317.0,783,1354,0.0,0.0
65480,2024-05-12 04:00:00+02:00,334,314.0,752,1354,0.0,0.0
65481,2024-05-12 05:00:00+02:00,333,318.0,751,1354,0.0,0.0
65482,2024-05-12 06:00:00+02:00,337,323.0,723,1356,5.0,0.0
65483,2024-05-12 07:00:00+02:00,366,324.0,675,1355,91.0,0.0
65484,2024-05-12 08:00:00+02:00,475,231.0,501,1355,507.0,0.0
65485,2024-05-12 09:00:00+02:00,395,185.0,533,1353,1698.0,0.0
65486,2024-05-12 10:00:00+02:00,296,186.0,595,1351,2417.0,0.0
65487,2024-05-12 11:00:00+02:00,179,207.0,604,1347,2902.0,0.0
65488,2024-05-12 12:00:00+02:00,82,213.0,642,1343,3167.0,0.0
65489,2024-05-12 13:00:00+02:00,11,209.0,638,1341,3264.0,0.0
65490,2024-05-12 14:00:00+02:00,31,208.0,665,1341,3208.0,0.0
65491,2024-05-12 15:00:00+02:00,83,229.0,654,1340,2816.0,0.0
65492,2024-05-12 16:00:00+02:00,184,341.0,586,1339,2047.0,0.0
65493,2024-05-12 17:00:00+02:00,499,340.0,745,1339,1549.0,0.0
65494,2024-05-12 18:00:00+02:00,530,345.0,900,1343,728.0,0.0
65495,2024-05-12 19:00:00+02:00,865,346.0,1356,1346,336.0,0.0
65496,2024-05-12 20:00:00+02:00,1283,345.0,1475,1346,34.0,0.0
65497,2024-05-12 21:00:00+02:00,1229,339.0,1314,1346,0.0,0.0
65498,2024-05-12 22:00:00+02:00,800,344.0,967,1347,0.0,0.0
65499,2024-05-12 23:00:00+02:00,757,339.0,806,1348,0.0,0.0
65500,2024-05-13 00:00:00+02:00,484,306.0,881,1349,0.0,0.0
65501,2024-05-13 01:00:00+02:00,429,302.0,884,1350,0.0,0.0
65502,2024-05-13 02:00:00+02:00,410,299.0,825,1351,0.0,0.0
65503,2024-05-13 03:00:00+02:00,411,298.0,831,1350,0.0,0.0
65504,2024-05-13 04:00:00+02:00,431,293.0,966,1351,0.0,0.0
65505,2024-05-13 05:00:00+02:00,835,280.0,1110,1350,0.0,0.0
65506,2024-05-13 06:00:00+02:00,1415,291.0,1605,1348,20.0,0.0
65507,2024-05-13 07:00:00+02:00,2567,321.0,1737,1348,313.0,0.0
65508,2024-05-13 08:00:00+02:00,1369,289.0,1671,1349,619.0,0.0
65509,2024-05-13 09:00:00+02:00,1054,306.0,1232,1349,1370.0,0.0
65510,2024-05-13 10:00:00+02:00,601,292.0,1211,1349,2364.0,0.0
65511,2024-05-13 11:00:00+02:00,396,279.0,1164,1347,3008.0,0.0
65512,2024-05-13 12:00:00+02:00,383,251.0,817,1346,2792.0,0.0
65513,2024-05-13 13:00:00+02:00,405,247.0,850,1343,2895.0,0.0
65514,2024-05-13 14:00:00+02:00,366,210.0,798,1343,3080.0,0.0
65515,2024-05-13 15:00:00+02:00,375,213.0,796,1343,3206.0,0.0
65516,2024-05-13 16:00:00+02:00,412,268.0,797,1345,2767.0,0.0
65517,2024-05-13 17:00:00+02:00,551,347.0,918,1343,2175.0,0.0
65518,2024-05-13 18:00:00+02:00,1352,357.0,1590,1342,669.0,0.0
65519,2024-05-13 19:00:00+02:00,2830,352.0,1904,1342,386.0,0.0
65520,2024-05-13 20:00:00+02:00,2713,331.0,1953,1344,91.0,0.0
65521,2024-05-13 21:00:00+02:00,2287,329.0,1600,1345,1.0,0.0
65522,2024-05-13 22:00:00+02:00,990,318.0,1573,1349,0.0,0.0
65523,2024-05-13 23:00:00+02:00,724,306.0,1070,1351,0.0,0.0
65524,2024-05-14 00:00:00+02:00,1109,328.0,969,1352,0.0,0.0
65525,2024-05-14 01:00:00+02:00,860,330.0,1184,1353,0.0,0.0
65526,2024-05-14 02:00:00+02:00,490,310.0,970,1354,0.0,0.0
65527,2024-05-14 03:00:00+02:00,844,258.0,1002,1354,0.0,0.0
65528,2024-05-14 04:00:00+02:00,810,270.0,995,1356,0.0,0.0
65529,2024-05-14 05:00:00+02:00,1161,302.0,1349,1355,0.0,0.0
65530,2024-05-14 06:00:00+02:00,1336,358.0,1449,1355,37.0,0.0
65531,2024-05-14 07:00:00+02:00,1637,392.0,1501,1356,326.0,0.0
65532,2024-05-14 08:00:00+02:00,755,383.0,1052,1355,953.0,0.0
65533,2024-05-14 09:00:00+02:00,513,376.0,1023,1355,1807.0,0.0
65534,2024-05-14 10:00:00+02:00,463,368.0,1024,1351,2480.0,0.0
65535,2024-05-14 11:00:00+02:00,310,357.0,820,1347,2891.0,0.0
65536,2024-05-14 12:00:00+02:00,247,360.0,612,1344,3242.0,0.0
65537,2024-05-14 13:00:00+02:00,226,354.0,714,1342,3308.0,0.0
65538,2024-05-14 14:00:00+02:00,211,360.0,748,1339,3260.0,0.0
65539,2024-05-14 15:00:00+02:00,177,376.0,803,1339,2681.0,0.0
65540,2024-05-14 16:00:00+02:00,388,357.0,955,1340,1867.0,0.0
65541,2024-05-14 17:00:00+02:00,879,385.0,1046,1338,302.0,0.0
65542,2024-05-14 18:00:00+02:00,1088,399.0,1366,1340,669.0,0.0
65543,2024-05-14 19:00:00+02:00,2303,407.0,1771,1342,395.0,0.0
65544,2024-05-14 20:00:00+02:00,2184,389.0,1725,1345,65.0,0.0
65545,2024-05-14 21:00:00+02:00,1470,384.0,1560,1347,0.0,0.0
65546,2024-05-14 22:00:00+02:00,1670,387.0,1425,1348,0.0,0.0
65547,2024-05-14 23:00:00+02:00,1143,381.0,1312,1348,0.0,0.0
65548,2024-05-15 00:00:00+02:00,869,373.0,1045,1350,0.0,0.0
65549,2024-05-15 01:00:00+02:00,853,363.0,1025,1354,0.0,0.0
65550,2024-05-15 02:00:00+02:00,709,358.0,995,1352,0.0,0.0
65551,2024-05-15 03:00:00+02:00,641,364.0,995,1352,0.0,0.0
65552,2024-05-15 04:00:00+02:00,848,384.0,1004,1352,0.0,0.0
65553,2024-05-15 05:00:00+02:00,1400,390.0,1163,1354,0.0,0.0
65554,2024-05-15 06:00:00+02:00,1924,399.0,1297,1351,0.0,0.0
65555,2024-05-15 07:00:00+02:00,2410,391.0,1378,1350,148.0,0.0
65556,2024-05-15 08:00:00+02:00,2413,350.0,1333,1351,411.0,0.0
65557,2024-05-15 09:00:00+02:00,1850,346.0,1319,1350,551.0,0.0
65558,2024-05-15 10:00:00+02:00,646,341.0,993,1350,1052.0,0.0
65559,2024-05-15 11:00:00+02:00,620,348.0,988,1348,2042.0,0.0
65560,2024-05-15 12:00:00+02:00,588,343.0,945,1348,1973.0,0.0
65561,2024-05-15 13:00:00+02:00,616,344.0,1015,1347,1827.0,0.0
65562,2024-05-15 14:00:00+02:00,574,374.0,1041,1347,1347.0,0.0
65563,2024-05-15 15:00:00+02:00,793,366.0,1090,1348,2378.0,0.0
65564,2024-05-15 16:00:00+02:00,835,392.0,1212,1347,2184.0,0.0
65565,2024-05-15 17:00:00+02:00,808,387.0,1155,1346,787.0,0.0
65566,2024-05-15 18:00:00+02:00,1937,390.0,1651,1345,566.0,0.0
65567,2024-05-15 19:00:00+02:00,2296,383.0,2067,1347,934.0,0.0
65568,2024-05-15 20:00:00+02:00,2234,383.0,2035,1352,157.0,0.0
65569,2024-05-15 21:00:00+02:00,2175,377.0,1980,1352,0.0,0.0
65570,2024-05-15 22:00:00+02:00,2127,371.0,1698,1353,0.0,0.0
65571,2024-05-15 23:00:00+02:00,1610,377.0,1554,1353,0.0,0.0
65572,2024-05-16 00:00:00+02:00,968,309.0,1260,1263,0.0,0.0
65573,2024-05-16 01:00:00+02:00,1061,306.0,1109,1353,0.0,0.0
65574,2024-05-16 02:00:00+02:00,1076,303.0,1293,1353,0.0,0.0
65575,2024-05-16 03:00:00+02:00,1075,309.0,1364,1354,0.0,0.0
65576,2024-05-16 04:00:00+02:00,852,314.0,1196,1264,0.0,0.0
65577,2024-05-16 05:00:00+02:00,1139,297.0,1292,1352,0.0,0.0
65578,2024-05-16 06:00:00+02:00,1542,307.0,1455,1350,30.0,0.0
65579,2024-05-16 07:00:00+02:00,1607,304.0,1826,1349,103.0,0.0
65580,2024-05-16 08:00:00+02:00,1427,271.0,1488,1350,159.0,0.0
65581,2024-05-16 09:00:00+02:00,956,271.0,1060,1358,821.0,0.0
65582,2024-05-16 10:00:00+02:00,555,269.0,882,1357,1770.0,0.0
65583,2024-05-16 11:00:00+02:00,455,266.0,997,1350,2496.0,0.0
65584,2024-05-16 12:00:00+02:00,1068,267.0,1007,1349,2002.0,0.0
65585,2024-05-16 13:00:00+02:00,1229,269.0,1010,1350,897.0,0.0
65586,2024-05-16 14:00:00+02:00,1640,285.0,1092,1350,298.0,0.0
65587,2024-05-16 15:00:00+02:00,2010,304.0,1356,1350,519.0,0.0
65588,2024-05-16 16:00:00+02:00,2676,316.0,1652,1353,496.0,0.0
65589,2024-05-16 17:00:00+02:00,2872,327.0,1769,1353,293.0,0.0
65590,2024-05-16 18:00:00+02:00,2523,313.0,1810,1353,204.0,0.0
65591,2024-05-16 19:00:00+02:00,2450,299.0,2161,1353,107.0,0.0
65592,2024-05-16 20:00:00+02:00,2015,305.0,2068,1355,39.0,0.0
65593,2024-05-16 21:00:00+02:00,2600,311.0,2164,1354,0.0,0.0
65594,2024-05-16 22:00:00+02:00,2359,307.0,2203,1356,0.0,0.0
65595,2024-05-16 23:00:00+02:00,2589,302.0,2019,1357,0.0,0.0
65596,2024-05-17 00:00:00+02:00,1772,372.0,1867,1356,0.0,0.0
65597,2024-05-17 01:00:00+02:00,1385,359.0,1722,1356,0.0,0.0
65598,2024-05-17 02:00:00+02:00,1225,354.0,1612,1356,0.0,0.0
65599,2024-05-17 03:00:00+02:00,1006,371.0,1354,1356,0.0,0.0
65600,2024-05-17 04:00:00+02:00,945,379.0,1317,1356,0.0,0.0
65601,2024-05-17 05:00:00+02:00,1171,383.0,1344,1355,0.0,0.0
65602,2024-05-17 06:00:00+02:00,1739,389.0,1768,1355,0.0,0.0
65603,2024-05-17 07:00:00+02:00,2717,390.0,2031,1352,24.0,0.0
65604,2024-05-17 08:00:00+02:00,2310,381.0,2089,1351,171.0,0.0
65605,2024-05-17 09:00:00+02:00,1390,373.0,1306,1350,607.0,0.0
65606,2024-05-17 10:00:00+02:00,438,381.0,981,1354,912.0,0.0
65607,2024-05-17 11:00:00+02:00,368,357.0,985,1352,2290.0,0.0
65608,2024-05-17 12:00:00+02:00,341,354.0,977,1358,1915.0,0.0
65609,2024-05-17 13:00:00+02:00,362,358.0,943,1354,2502.0,0.0
65610,2024-05-17 14:00:00+02:00,613,323.0,960,1349,2314.0,0.0
65611,2024-05-17 15:00:00+02:00,902,313.0,1025,1349,2711.0,0.0
65612,2024-05-17 16:00:00+02:00,1154,304.0,1346,1349,2199.0,0.0
65613,2024-05-17 17:00:00+02:00,1549,308.0,1452,1349,1171.0,0.0
65614,2024-05-17 18:00:00+02:00,2154,364.0,1921,1349,787.0,0.0
65615,2024-05-17 19:00:00+02:00,2171,375.0,1871,1350,269.0,0.0
65616,2024-05-17 20:00:00+02:00,2141,367.0,1974,1350,168.0,0.0
65617,2024-05-17 21:00:00+02:00,2980,367.0,2028,1351,1.0,0.0
65618,2024-05-17 22:00:00+02:00,1322,362.0,1463,991,0.0,0.0
65619,2024-05-17 23:00:00+02:00,1228,349.0,1354,994,0.0,0.0
65620,2024-05-18 00:00:00+02:00,383,332.0,1094,994,0.0,0.0
65621,2024-05-18 01:00:00+02:00,425,299.0,1199,995,0.0,0.0
65622,2024-05-18 02:00:00+02:00,406,307.0,1234,997,0.0,0.0
65623,2024-05-18 03:00:00+02:00,425,320.0,1219,997,0.0,0.0
65624,2024-05-18 04:00:00+02:00,541,292.0,1215,998,0.0,0.0
65625,2024-05-18 05:00:00+02:00,473,321.0,1147,998,0.0,0.0
65626,2024-05-18 06:00:00+02:00,519,349.0,1124,998,45.0,0.0
65627,2024-05-18 07:00:00+02:00,286,372.0,1144,998,353.0,0.0
65628,2024-05-18 08:00:00+02:00,121,333.0,882,996,978.0,0.0
65629,2024-05-18 09:00:00+02:00,88,317.0,644,992,1829.0,0.0
65630,2024-05-18 10:00:00+02:00,25,272.0,533,989,2545.0,0.0
65631,2024-05-18 11:00:00+02:00,29,288.0,389,987,3024.0,0.0
65632,2024-05-18 12:00:00+02:00,58,276.0,341,986,3000.0,0.0
65633,2024-05-18 13:00:00+02:00,52,257.0,339,985,2252.0,0.0
65634,2024-05-18 14:00:00+02:00,28,287.0,356,984,2956.0,0.0
65635,2024-05-18 15:00:00+02:00,21,285.0,335,985,2848.0,0.0
65636,2024-05-18 16:00:00+02:00,54,301.0,398,985,1711.0,0.0
65637,2024-05-18 17:00:00+02:00,269,360.0,592,984,1155.0,0.0
65638,2024-05-18 18:00:00+02:00,739,370.0,1067,984,250.0,0.0
65639,2024-05-18 19:00:00+02:00,923,382.0,1324,987,313.0,0.0
65640,2024-05-18 20:00:00+02:00,1005,379.0,1439,989,223.0,0.0
65641,2024-05-18 21:00:00+02:00,924,373.0,1472,990,4.0,0.0
65642,2024-05-18 22:00:00+02:00,1105,338.0,1363,989,0.0,
65643,2024-05-18 23:00:00+02:00,1302,350.0,1150,990,0.0,
65644,2024-05-19 00:00:00+02:00,737,362.0,1133,991,0.0,
65645,2024-05-19 01:00:00+02:00,315,327.0,1187,993,0.0,
65646,2024-05-19 02:00:00+02:00,437,327.0,1128,994,0.0,
65647,2024-05-19 03:00:00+02:00,365,322.0,1152,994,0.0,
65648,2024-05-19 04:00:00+02:00,289,331.0,915,993,0.0,
65649,2024-05-19 05:00:00+02:00,296,340.0,929,993,0.0,
65650,2024-05-19 06:00:00+02:00,157,324.0,744,993,52.0,
65651,2024-05-19 07:00:00+02:00,84,312.0,631,994,279.0,
65652,2024-05-19 08:00:00+02:00,26,277.0,591,994,530.0,
65653,2024-05-19 09:00:00+02:00,32,271.0,501,993,696.0,
65654,2024-05-19 10:00:00+02:00,30,269.0,338,992,1717.0,
65655,2024-05-19 11:00:00+02:00,30,271.0,326,990,3074.0,
65656,2024-05-19 12:00:00+02:00,28,271.0,306,988,3464.0,
65657,2024-05-19 13:00:00+02:00,29,252.0,304,986,3215.0,
65658,2024-05-19 14:00:00+02:00,93,258.0,435,1167,3602.0,
65659,2024-05-19 15:00:00+02:00,73,276.0,429,1166,3214.0,
65660,2024-05-19 16:00:00+02:00,114,290.0,474,1165,2865.0,
65661,2024-05-19 17:00:00+02:00,285,326.0,632,1165,1038.0,
65662,2024-05-19 18:00:00+02:00,591,378.0,1148,1166,284.0,
65663,2024-05-19 19:00:00+02:00,1645,390.0,1723,1166,185.0,
65664,2024-05-19 20:00:00+02:00,2417,377.0,1941,1166,106.0,
65665,2024-05-19 21:00:00+02:00,2119,381.0,1895,1167,1.0,
65666,2024-05-19 22:00:00+02:00,2742,379.0,2067,1169,0.0,
65667,2024-05-19 23:00:00+02:00,2721,378.0,2005,1170,0.0,
65668,2024-05-20 00:00:00+02:00,2649,383.0,1823,1170,0.0,
65669,2024-05-20 01:00:00+02:00,2031,374.0,1624,1174,0.0,
65670,2024-05-20 02:00:00+02:00,1762,298.0,1522,1174,0.0,
65671,2024-05-20 03:00:00+02:00,1670,302.0,1365,1175,0.0,
65672,2024-05-20 04:00:00+02:00,1569,323.0,1509,1176,0.0,
65673,2024-05-20 05:00:00+02:00,1459,347.0,1574,1176,0.0,
65674,2024-05-20 06:00:00+02:00,1206,348.0,1332,1176,30.0,
65675,2024-05-20 07:00:00+02:00,1311,306.0,1161,1175,266.0,
65676,2024-05-20 08:00:00+02:00,926,277.0,1175,1173,857.0,
65677,2024-05-20 09:00:00+02:00,353,273.0,929,1173,1410.0,
65678,2024-05-20 10:00:00+02:00,299,263.0,842,1178,2498.0,
65679,2024-05-20 11:00:00+02:00,316,267.0,815,1177,2856.0,
65680,2024-05-20 12:00:00+02:00,312,277.0,697,1175,2842.0,
65681,2024-05-20 13:00:00+02:00,195,279.0,780,1174,2685.0,
65682,2024-05-20 14:00:00+02:00,140,287.0,745,1172,2949.0,
65683,2024-05-20 15:00:00+02:00,132,289.0,701,1170,1593.0,
65684,2024-05-20 16:00:00+02:00,251,279.0,760,1168,2336.0,
65685,2024-05-20 17:00:00+02:00,853,308.0,1083,1169,1498.0,
65686,2024-05-20 18:00:00+02:00,1835,379.0,1732,1169,1203.0,
65687,2024-05-20 19:00:00+02:00,2548,407.0,1915,1167,585.0,
65688,2024-05-20 20:00:00+02:00,2363,397.0,1728,1164,112.0,
65689,2024-05-20 21:00:00+02:00,2403,412.0,1675,1164,0.0,
65690,2024-05-20 22:00:00+02:00,3185,407.0,1710,1165,0.0,
65691,2024-05-20 23:00:00+02:00,1738,395.0,1433,1165,0.0,
65692,2024-05-21 00:00:00+02:00,1419,382.0,1589,1170,0.0,
65693,2024-05-21 01:00:00+02:00,1034,381.0,1195,1172,0.0,
65694,2024-05-21 02:00:00+02:00,812,386.0,969,1173,0.0,
65695,2024-05-21 03:00:00+02:00,843,382.0,1014,1173,0.0,
65696,2024-05-21 04:00:00+02:00,934,390.0,1151,1173,0.0,
65697,2024-05-21 05:00:00+02:00,1457,381.0,1505,1173,0.0,
65698,2024-05-21 06:00:00+02:00,1909,395.0,1782,1173,0.0,
65699,2024-05-21 07:00:00+02:00,2347,415.0,1852,1174,0.0,
65700,2024-05-21 08:00:00+02:00,2570,410.0,1799,1176,0.0,
65701,2024-05-21 09:00:00+02:00,991,379.0,1605,1177,0.0,
65702,2024-05-21 10:00:00+02:00,833,307.0,1218,1174,0.0,
65703,2024-05-21 11:00:00+02:00,968,286.0,1245,1174,0.0,
65704,2024-05-21 12:00:00+02:00,610,300.0,963,1172,0.0,
65705,2024-05-21 13:00:00+02:00,592,292.0,1036,1173,0.0,
65706,2024-05-21 14:00:00+02:00,754,295.0,897,1172,0.0,
65707,2024-05-21 15:00:00+02:00,1206,273.0,1136,1171,0.0,
65708,2024-05-21 16:00:00+02:00,1507,303.0,1395,1171,0.0,
65709,2024-05-21 17:00:00+02:00,1959,366.0,1613,1172,0.0,
65710,2024-05-21 18:00:00+02:00,2299,366.0,1670,1171,0.0,
65711,2024-05-21 19:00:00+02:00,2338,371.0,1831,1170,632.0,
65712,2024-05-21 20:00:00+02:00,2239,368.0,1756,1171,25.0,
65713,2024-05-21 21:00:00+02:00,2061,372.0,1664,1172,12.0,
65714,2024-05-21 22:00:00+02:00,1537,356.0,1590,1172,0.0,
65715,2024-05-21 23:00:00+02:00,1256,348.0,1163,1175,0.0,
65716,2024-05-22 00:00:00+02:00,430,273.0,1252,1176,0.0,
65717,2024-05-22 01:00:00+02:00,424,254.0,992,1175,0.0,
65718,2024-05-22 02:00:00+02:00,377,253.0,820,1175,0.0,
65719,2024-05-22 03:00:00+02:00,378,232.0,787,1174,0.0,
65720,2024-05-22 04:00:00+02:00,377,267.0,874,1174,0.0,
65721,2024-05-22 05:00:00+02:00,532,336.0,1146,1172,0.0,
65722,2024-05-22 06:00:00+02:00,1869,336.0,1598,1173,34.0,
65723,2024-05-22 07:00:00+02:00,1703,373.0,1599,1172,118.0,
65724,2024-05-22 08:00:00+02:00,1697,333.0,1730,1171,360.0,
65725,2024-05-22 09:00:00+02:00,1199,323.0,1222,1180,991.0,
65726,2024-05-22 10:00:00+02:00,956,261.0,1111,1179,2184.0,
65727,2024-05-22 11:00:00+02:00,586,229.0,1113,1176,2032.0,
65728,2024-05-22 12:00:00+02:00,803,254.0,886,1176,2619.0,
65729,2024-05-22 13:00:00+02:00,533,218.0,845,1172,2778.0,
65730,2024-05-22 14:00:00+02:00,489,206.0,868,1172,2465.0,
65731,2024-05-22 15:00:00+02:00,439,218.0,867,1168,3083.0,
65732,2024-05-22 16:00:00+02:00,474,252.0,991,1168,1678.0,
65733,2024-05-22 17:00:00+02:00,1122,332.0,1292,1169,1625.0,
65734,2024-05-22 18:00:00+02:00,1748,338.0,1525,1168,1088.0,
65735,2024-05-22 19:00:00+02:00,2214,355.0,1803,1168,463.0,
65736,2024-05-22 20:00:00+02:00,2571,334.0,1717,1169,236.0,
65737,2024-05-22 21:00:00+02:00,2343,342.0,1789,1170,25.0,
65738,2024-05-22 22:00:00+02:00,2114,341.0,1757,1173,0.0,
65739,2024-05-22 23:00:00+02:00,1953,291.0,1605,1174,0.0,
65740,2024-05-23 00:00:00+02:00,1052,259.0,1375,1173,0.0,
65741,2024-05-23 01:00:00+02:00,763,234.0,1140,1174,0.0,
65742,2024-05-23 02:00:00+02:00,581,219.0,886,1175,0.0,
65743,2024-05-23 03:00:00+02:00,612,219.0,848,1175,0.0,
65744,2024-05-23 04:00:00+02:00,792,227.0,934,1174,0.0,
65745,2024-05-23 05:00:00+02:00,1177,342.0,1233,1174,0.0,
65746,2024-05-23 06:00:00+02:00,2079,349.0,1726,1173,36.0,
65747,2024-05-23 07:00:00+02:00,1811,350.0,1688,1172,165.0,
65748,2024-05-23 08:00:00+02:00,1728,346.0,1604,1173,533.0,
65749,2024-05-23 09:00:00+02:00,1837,316.0,1479,1172,540.0,
65750,2024-05-23 10:00:00+02:00,1948,303.0,1155,1173,441.0,
65751,2024-05-23 11:00:00+02:00,820,240.0,1128,1174,374.0,
65752,2024-05-23 12:00:00+02:00,628,241.0,913,1175,923.0,
65753,2024-05-23 13:00:00+02:00,426,239.0,918,1176,1669.0,
65754,2024-05-23 14:00:00+02:00,333,242.0,820,1176,956.0,
65755,2024-05-23 15:00:00+02:00,434,244.0,1034,1175,352.0,
65756,2024-05-23 16:00:00+02:00,851,273.0,1283,1175,1441.0,
65757,2024-05-23 17:00:00+02:00,1496,349.0,1584,1183,989.0,
65758,2024-05-23 18:00:00+02:00,1748,358.0,1711,1174,79.0,
65759,2024-05-23 19:00:00+02:00,1529,357.0,2005,1172,219.0,
65760,2024-05-23 20:00:00+02:00,1473,357.0,2063,1173,197.0,
65761,2024-05-23 21:00:00+02:00,1892,362.0,2114,1175,4.0,
65762,2024-05-23 22:00:00+02:00,1806,348.0,2034,1176,0.0,
65763,2024-05-23 23:00:00+02:00,1830,343.0,1795,1177,0.0,
65764,2024-05-24 00:00:00+02:00,1414,278.0,1691,1178,0.0,
65765,2024-05-24 01:00:00+02:00,1422,258.0,1664,1179,0.0,
65766,2024-05-24 02:00:00+02:00,781,213.0,1574,1179,0.0,
65767,2024-05-24 03:00:00+02:00,698,219.0,1244,1179,0.0,
65768,2024-05-24 04:00:00+02:00,814,251.0,1277,1179,0.0,
65769,2024-05-24 05:00:00+02:00,1077,337.0,1813,1177,0.0,
65770,2024-05-24 06:00:00+02:00,1384,338.0,1850,1177,87.0,
65771,2024-05-24 07:00:00+02:00,1938,340.0,2091,1180,290.0,
65772,2024-05-24 08:00:00+02:00,1961,337.0,2068,1186,713.0,
65773,2024-05-24 09:00:00+02:00,1539,306.0,1858,1186,1458.0,
65774,2024-05-24 10:00:00+02:00,798,234.0,1419,1184,1669.0,
65775,2024-05-24 11:00:00+02:00,578,229.0,1181,1183,2303.0,
65776,2024-05-24 12:00:00+02:00,447,218.0,943,1182,2842.0,
65777,2024-05-24 13:00:00+02:00,532,212.0,1002,1180,1700.0,
65778,2024-05-24 14:00:00+02:00,605,214.0,991,1182,307.0,
65779,2024-05-24 15:00:00+02:00,753,243.0,1173,1184,2293.0,
65780,2024-05-24 16:00:00+02:00,854,296.0,1283,1182,2716.0,
65781,2024-05-24 17:00:00+02:00,1345,320.0,1744,1180,941.0,
65782,2024-05-24 18:00:00+02:00,1613,308.0,1810,1158,367.0,
65783,2024-05-24 19:00:00+02:00,1539,326.0,1940,1140,197.0,
65784,2024-05-24 20:00:00+02:00,2439,339.0,2144,1138,173.0,
65785,2024-05-24 21:00:00+02:00,2809,335.0,2513,1142,17.0,
65786,2024-05-24 22:00:00+02:00,2785,337.0,2406,1147,0.0,
65787,2024-05-24 23:00:00+02:00,2575,288.0,2217,1150,0.0,
65788,2024-05-25 00:00:00+02:00,1879,196.0,2167,1109,0.0,
65789,2024-05-25 01:00:00+02:00,1005,206.0,1854,814,0.0,
65790,2024-05-25 02:00:00+02:00,1262,213.0,1780,475,0.0,
